query-id	corpus-id	score
qid163962	did78	1
qid163992	did30650	1
qid164022	did20912	1
qid164028	did1303	1
qid164059	did3519	1
qid164061	did74170	1
qid164088	did74174	1
qid164100	did23969	1
qid164103	did9432	1
qid164105	did74177	1
qid164106	did27058	1
qid164122	did12105	1
qid164123	did26848	1
qid164138	did74184	1
qid164170	did10573	1
qid164172	did33214	1
qid164201	did74201	1
qid164206	did11040	1
qid164211	did3976	1
qid164222	did27199	1
qid164230	did16165	1
qid164232	did9124	1
qid164233	did74212	1
qid164244	did74218	1
qid164252	did26315	1
qid164262	did3506	1
qid164266	did74223	1
qid164273	did70042	1
qid164312	did32584	1
qid164364	did74254	1
qid164373	did3337	1
qid164375	did20906	1
qid164383	did74259	1
qid164391	did4060	1
qid164400	did3950	1
qid164405	did54374	1
qid164418	did35861	1
qid164423	did44981	1
qid164425	did15009	1
qid164433	did68296	1
qid164435	did27090	1
qid164441	did22181	1
qid164454	did25051	1
qid164459	did33559	1
qid164460	did74281	1
qid164466	did1467	1
qid164479	did117	1
qid164496	did14403	1
qid164520	did16124	1
qid164524	did60065	1
qid164545	did74300	1
qid164548	did36011	1
qid164559	did32616	1
qid164596	did285	1
qid164601	did51459	1
qid164608	did22076	1
qid164611	did5935	1
qid164637	did551	1
qid164641	did22318	1
qid164653	did74331	1
qid164690	did11003	1
qid164700	did74339	1
qid164702	did74340	1
qid164709	did10028	1
qid164714	did74343	1
qid164720	did37810	1
qid164725	did6154	1
qid164726	did74345	1
qid164744	did20522	1
qid164756	did22117	1
qid164808	did5842	1
qid164834	did74374	1
qid164836	did74375	1
qid164857	did19391	1
qid164858	did74379	1
qid164865	did74382	1
qid164867	did74383	1
qid164871	did1294	1
qid164874	did8352	1
qid164892	did74390	1
qid164915	did6659	1
qid164918	did10270	1
qid164947	did4792	1
qid164969	did66736	1
qid164970	did25157	1
qid164987	did74423	1
qid164997	did74426	1
qid165002	did24484	1
qid165007	did1163	1
qid165012	did43503	1
qid165026	did74437	1
qid165034	did11954	1
qid165046	did74444	1
qid165055	did74446	1
qid165057	did74447	1
qid165103	did7112	1
qid165110	did50243	1
qid165125	did10060	1
qid165149	did39763	1
qid165159	did54487	1
qid165170	did66931	1
qid165175	did74479	1
qid165181	did9193	1
qid165212	did21229	1
qid165215	did7242	1
qid165222	did19481	1
qid165225	did7902	1
qid165226	did43708	1
qid165234	did10086	1
qid165244	did7613	1
qid165267	did37440	1
qid165281	did5079	1
qid165285	did74509	1
qid165290	did74511	1
qid165318	did62279	1
qid165332	did74522	1
qid165340	did11163	1
qid165374	did20329	1
qid165383	did25693	1
qid165393	did50304	1
qid165394	did6468	1
qid165439	did21362	1
qid165444	did10191	1
qid165447	did10068	1
qid165454	did20663	1
qid165458	did1487	1
qid165466	did74552	1
qid165474	did2110	1
qid165489	did14061	1
qid165491	did74561	1
qid165511	did7401	1
qid165528	did5677	1
qid165529	did3585	1
qid165530	did42461	1
qid165542	did29323	1
qid165551	did74576	1
qid165554	did1518	1
qid165555	did14337	1
qid165558	did74578	1
qid165568	did45257	1
qid165580	did13344	1
qid165591	did62178	1
qid165596	did474	1
qid165619	did6583	1
qid165623	did190	1
qid165629	did10912	1
qid165660	did74599	1
qid165666	did34752	1
qid165669	did21505	1
qid165682	did8066	1
qid165696	did14994	1
qid165699	did1978	1
qid165705	did74607	1
qid165708	did5182	1
qid165719	did74613	1
qid165724	did16586	1
qid165746	did33261	1
qid165751	did21054	1
qid165768	did35051	1
qid165776	did15236	1
qid165778	did19163	1
qid165811	did423	1
qid165814	did5429	1
qid165853	did21737	1
qid165858	did11054	1
qid165863	did10311	1
qid165872	did72319	1
qid165927	did74665	1
qid165932	did965	1
qid165944	did5854	1
qid165950	did74669	1
qid165975	did12186	1
qid165976	did30623	1
qid166014	did607	1
qid166021	did49180	1
qid166024	did24065	1
qid166028	did190	1
qid166031	did6151	1
qid166034	did15593	1
qid166082	did27907	1
qid166088	did74709	1
qid166090	did17268	1
qid166091	did1221	1
qid166107	did25054	1
qid166109	did74717	1
qid166124	did5393	1
qid166159	did51307	1
qid166168	did43384	1
qid166177	did43015	1
qid166179	did74737	1
qid166201	did42519	1
qid166204	did74744	1
qid166220	did8559	1
qid166221	did74750	1
qid166226	did23252	1
qid166234	did17384	1
qid166237	did74753	1
qid166239	did24026	1
qid166242	did41766	1
qid166245	did74757	1
qid166249	did18428	1
qid166252	did705	1
qid166261	did37224	1
qid166284	did41197	1
qid166287	did37013	1
qid166288	did6683	1
qid166290	did74768	1
qid166299	did37587	1
qid166301	did74210	1
qid166308	did22264	1
qid166318	did2599	1
qid166329	did74781	1
qid166334	did29610	1
qid166342	did2380	1
qid166346	did3420	1
qid166355	did2915	1
qid166358	did58952	1
qid166367	did5587	1
qid166371	did48239	1
qid166381	did2034	1
qid166385	did74794	1
qid166392	did74796	1
qid166394	did30056	1
qid166401	did73437	1
qid166409	did12702	1
qid166420	did14075	1
qid166424	did74808	1
qid166458	did31470	1
qid166470	did74823	1
qid166490	did12860	1
qid166492	did2751	1
qid166498	did29837	1
qid166503	did74829	1
qid166514	did9282	1
qid166521	did74832	1
qid166528	did74834	1
qid166538	did9924	1
qid166560	did74845	1
qid166563	did36644	1
qid166576	did31118	1
qid166583	did24363	1
qid166588	did62970	1
qid166589	did74852	1
qid166610	did4625	1
qid166612	did44345	1
qid166656	did74874	1
qid166660	did74875	1
qid166669	did1610	1
qid166681	did2020	1
qid166685	did28117	1
qid166718	did43575	1
qid166722	did19931	1
qid166731	did74894	1
qid166732	did5552	1
qid166733	did74895	1
qid166734	did50970	1
qid166736	did74896	1
qid166761	did15361	1
qid166766	did2110	1
qid166773	did8992	1
qid166776	did27089	1
qid166782	did74907	1
qid166795	did26660	1
qid166806	did23966	1
qid166820	did1240	1
qid166824	did38525	1
qid166825	did18220	1
qid166826	did74920	1
qid166843	did14866	1
qid166844	did74927	1
qid166846	did45350	1
qid166863	did612	1
qid166868	did74934	1
qid166882	did16519	1
qid166891	did74939	1
qid166932	did74949	1
qid166943	did61631	1
qid166953	did7580	1
qid166954	did5976	1
qid166965	did2593	1
qid166969	did1471	1
qid167001	did74968	1
qid167002	did64361	1
qid167012	did49601	1
qid167021	did13075	1
qid167028	did74976	1
qid167037	did15873	1
qid167039	did12983	1
qid167054	did74982	1
qid167065	did18832	1
qid167088	did74990	1
qid167093	did3967	1
qid167105	did74996	1
qid167111	did74997	1
qid167115	did13939	1
qid167123	did56188	1
qid167125	did74999	1
qid167133	did19080	1
qid167138	did22129	1
qid167149	did62173	1
qid167157	did75009	1
qid167173	did75014	1
qid167175	did8401	1
qid167177	did60991	1
qid167188	did75018	1
qid167193	did51880	1
qid167227	did5283	1
qid167228	did3404	1
qid167231	did7226	1
qid167237	did4510	1
qid167246	did26929	1
qid167254	did11958	1
qid167256	did75035	1
qid167259	did26085	1
qid167262	did38531	1
qid167271	did4853	1
qid167319	did75050	1
qid167328	did51785	1
qid167331	did33973	1
qid167338	did30407	1
qid167342	did4113	1
qid167358	did45070	1
qid167391	did75072	1
qid167399	did23449	1
qid167408	did7783	1
qid167413	did75077	1
qid167431	did23824	1
qid167437	did1884	1
qid167478	did7406	1
qid167481	did75095	1
qid167489	did75098	1
qid167495	did2812	1
qid167500	did4680	1
qid167502	did2176	1
qid167512	did7526	1
qid167516	did75107	1
qid167528	did12983	1
qid167530	did35555	1
qid167536	did60236	1
qid167544	did23220	1
qid167545	did75117	1
qid167551	did31518	1
qid167557	did75120	1
qid167562	did47484	1
qid167574	did5618	1
qid167592	did34294	1
qid167606	did75128	1
qid167637	did31360	1
qid167642	did75137	1
qid167647	did75138	1
qid167652	did75141	1
qid167665	did56834	1
qid167666	did2337	1
qid167676	did25290	1
qid167681	did42	1
qid167696	did42927	1
qid167701	did5763	1
qid167704	did75153	1
qid167706	did67587	1
qid167710	did66647	1
qid167724	did328	1
qid167738	did10501	1
qid167743	did26719	1
qid167745	did75159	1
qid167761	did75165	1
qid167768	did25113	1
qid167771	did47843	1
qid167779	did2491	1
qid167786	did46474	1
qid167799	did11788	1
qid167801	did423	1
qid167813	did24818	1
qid167815	did54196	1
qid167831	did75180	1
qid167841	did75184	1
qid167851	did75186	1
qid167867	did22824	1
qid167908	did17293	1
qid167914	did75201	1
qid167915	did75202	1
qid167916	did75203	1
qid167941	did58132	1
qid167942	did75211	1
qid167948	did75214	1
qid167967	did11648	1
qid167996	did26276	1
qid168016	did23220	1
qid168018	did16528	1
qid168024	did75226	1
qid168030	did16189	1
qid168052	did51154	1
qid168059	did21430	1
qid168065	did75236	1
qid168078	did73066	1
qid168090	did19815	1
qid168094	did2174	1
qid168109	did62631	1
qid168111	did14431	1
qid168121	did75252	1
qid168133	did75259	1
qid168155	did75270	1
qid168156	did75271	1
qid168158	did38713	1
qid168169	did10457	1
qid168174	did20288	1
qid168192	did17763	1
qid168201	did1516	1
qid168208	did75291	1
qid168214	did15504	1
qid168226	did75298	1
qid168245	did24098	1
qid168246	did75305	1
qid168247	did75306	1
qid168255	did39492	1
qid168261	did75309	1
qid168265	did10282	1
qid168281	did55466	1
qid168293	did75319	1
qid168311	did33447	1
qid168313	did42466	1
qid168321	did13701	1
qid168325	did4423	1
qid168328	did31421	1
qid168345	did75329	1
qid168378	did40760	1
qid168385	did9790	1
qid168390	did12747	1
qid168395	did57566	1
qid168400	did2336	1
qid168408	did4319	1
qid168414	did75347	1
qid168418	did8737	1
qid168422	did75348	1
qid168454	did4562	1
qid168459	did16233	1
qid168465	did61588	1
qid168468	did24611	1
qid168469	did75364	1
qid168470	did28049	1
qid168474	did318	1
qid168477	did1385	1
qid168482	did11379	1
qid168483	did3194	1
qid168505	did15810	1
qid168514	did7532	1
qid168516	did7888	1
qid168531	did1530	1
qid168548	did15505	1
qid168573	did44871	1
qid168575	did3423	1
qid168576	did23304	1
qid168584	did75394	1
qid168585	did56116	1
qid168590	did75396	1
qid168593	did36485	1
qid168619	did47949	1
qid168642	did72959	1
qid168647	did21908	1
qid168652	did75411	1
qid168653	did75412	1
qid168671	did3799	1
qid168694	did44286	1
qid168706	did12611	1
qid168722	did75433	1
qid168723	did1481	1
qid168744	did1743	1
qid168756	did62687	1
qid168787	did51956	1
qid168788	did13256	1
qid168789	did75460	1
qid168795	did24006	1
qid168816	did20760	1
qid168822	did26141	1
qid168838	did19447	1
qid168851	did75481	1
qid168867	did44200	1
qid168910	did16869	1
qid168921	did46588	1
qid168929	did75502	1
qid168951	did62631	1
qid168955	did8260	1
qid168963	did398	1
qid168973	did75512	1
qid168974	did3225	1
qid168987	did18166	1
qid168991	did4712	1
qid169000	did54291	1
qid169009	did75521	1
qid169011	did75522	1
qid169015	did75524	1
qid169018	did65681	1
qid169026	did3307	1
qid169029	did75527	1
qid169051	did500	1
qid169083	did75545	1
qid169090	did24790	1
qid169095	did75549	1
qid169100	did75552	1
qid169118	did36176	1
qid169126	did59345	1
qid169139	did1495	1
qid169167	did46	1
qid169171	did75574	1
qid169174	did25027	1
qid169175	did569	1
qid169178	did22130	1
qid169181	did10257	1
qid169184	did4097	1
qid169203	did3214	1
qid169209	did11201	1
qid169234	did75596	1
qid169250	did10556	1
qid169259	did42672	1
qid169260	did8410	1
qid169262	did75601	1
qid169268	did75603	1
qid169278	did4478	1
qid169307	did75611	1
qid169310	did22307	1
qid169327	did75619	1
qid169342	did2040	1
qid169375	did19363	1
qid169388	did9602	1
qid169399	did75646	1
qid169419	did1591	1
qid169424	did1869	1
qid169437	did75656	1
qid169456	did2578	1
qid169462	did1987	1
qid169472	did75664	1
qid169479	did75667	1
qid169498	did17652	1
qid169499	did13380	1
qid169503	did75677	1
qid169522	did75681	1
qid169541	did75688	1
qid169542	did37698	1
qid169550	did75692	1
qid169557	did23787	1
qid169573	did30204	1
qid169575	did75702	1
qid169582	did39699	1
qid169585	did75705	1
qid169597	did75708	1
qid169605	did75711	1
qid169621	did6944	1
qid169630	did40133	1
qid169637	did75719	1
qid169642	did75721	1
qid169643	did64683	1
qid169652	did7400	1
qid169721	did12380	1
qid169723	did45748	1
qid169727	did20381	1
qid169733	did842	1
qid169736	did45079	1
qid169761	did8248	1
qid169774	did56964	1
qid169776	did63532	1
qid169780	did55247	1
qid169782	did73700	1
qid169788	did6233	1
qid169792	did11816	1
qid169796	did26061	1
qid169800	did8723	1
qid169801	did2023	1
qid169810	did10411	1
qid169819	did54300	1
qid169820	did24772	1
qid169849	did75778	1
qid169859	did7329	1
qid169860	did11355	1
qid169868	did60238	1
qid169891	did27711	1
qid169900	did39699	1
qid169903	did4247	1
qid169911	did2205	1
qid169941	did11214	1
qid169945	did11046	1
qid169955	did11922	1
qid169958	did16643	1
qid169975	did1194	1
qid169980	did24606	1
qid169983	did8868	1
qid169996	did47475	1
qid169997	did43437	1
qid170013	did66752	1
qid170019	did5043	1
qid170023	did25538	1
qid170035	did75828	1
qid170052	did569	1
qid170062	did68210	1
qid170078	did6109	1
qid170092	did75852	1
qid170127	did285	1
qid170129	did3063	1
qid170132	did2202	1
qid170147	did75872	1
qid170160	did75877	1
qid170167	did9448	1
qid170184	did34279	1
qid170185	did3585	1
qid170193	did28808	1
qid170196	did28283	1
qid170205	did75887	1
qid170206	did75888	1
qid170209	did75890	1
qid170212	did38706	1
qid170219	did69473	1
qid170237	did31199	1
qid170261	did41445	1
qid170265	did11988	1
qid170267	did1131	1
qid170280	did72865	1
qid170283	did5135	1
qid170300	did75909	1
qid170310	did1966	1
qid170330	did75918	1
qid170339	did30578	1
qid170343	did75922	1
qid170359	did75925	1
qid170360	did75926	1
qid170383	did75932	1
qid170392	did44621	1
qid170394	did20154	1
qid170398	did75936	1
qid170410	did20180	1
qid170437	did2197	1
qid170438	did4959	1
qid170445	did58955	1
qid170448	did18166	1
qid170451	did12805	1
qid170463	did51807	1
qid170467	did368	1
qid170484	did60804	1
qid170504	did15575	1
qid170505	did27782	1
qid170520	did433	1
qid170521	did28809	1
qid170522	did6419	1
qid170539	did44017	1
qid170541	did17906	1
qid170553	did14574	1
qid170565	did13649	1
qid170575	did18547	1
qid170587	did40263	1
qid170591	did31450	1
qid170593	did24047	1
qid170602	did770	1
qid170620	did75994	1
qid170631	did34065	1
qid170635	did75999	1
qid170666	did555	1
qid170676	did76014	1
qid170702	did15813	1
qid170718	did17636	1
qid170724	did76029	1
qid170749	did4034	1
qid170769	did76041	1
qid170776	did29059	1
qid170808	did2572	1
qid170823	did76057	1
qid170825	did5816	1
qid170840	did2847	1
qid170845	did46468	1
qid170854	did27515	1
qid170860	did76067	1
qid170861	did26851	1
qid170898	did928	1
qid170921	did26674	1
qid170942	did69046	1
qid170958	did2073	1
qid171030	did76125	1
qid171037	did11947	1
qid171053	did76131	1
qid171073	did76135	1
qid171074	did76136	1
qid171085	did4504	1
qid171110	did9821	1
qid171114	did76146	1
qid171132	did68347	1
qid171141	did1379	1
qid171156	did32668	1
qid171166	did49571	1
qid171174	did7912	1
qid171199	did24610	1
qid171205	did23899	1
qid171234	did76170	1
qid171238	did76172	1
qid171246	did31612	1
qid171263	did17533	1
qid171272	did48756	1
qid171278	did16668	1
qid171286	did76183	1
qid171301	did12323	1
qid171311	did48417	1
qid171313	did41722	1
qid171336	did37452	1
qid171402	did2160	1
qid171405	did76220	1
qid171412	did76223	1
qid171415	did406	1
qid171417	did2253	1
qid171423	did40564	1
qid171426	did22806	1
qid171457	did13223	1
qid171464	did8669	1
qid171468	did1889	1
qid171469	did76234	1
qid171481	did76236	1
qid171491	did27957	1
qid171519	did9330	1
qid171528	did76247	1
qid171551	did76253	1
qid171558	did7333	1
qid171560	did76256	1
qid171562	did65230	1
qid171573	did76261	1
qid171618	did76272	1
qid171624	did11022	1
qid171639	did76279	1
qid171652	did76285	1
qid171655	did5528	1
qid171678	did27661	1
qid171680	did40560	1
qid171714	did10670	1
qid171717	did1809	1
qid171737	did41952	1
qid171746	did24977	1
qid171758	did76317	1
qid171762	did66502	1
qid171767	did11991	1
qid171799	did27636	1
qid171814	did76334	1
qid171817	did34933	1
qid171823	did76338	1
qid171828	did67107	1
qid171877	did3669	1
qid171886	did65918	1
qid171887	did3063	1
qid171890	did76357	1
qid171891	did31025	1
qid171900	did12136	1
qid171906	did7936	1
qid171911	did13720	1
qid171924	did2327	1
qid171955	did28709	1
qid171957	did9459	1
qid171962	did76378	1
qid171966	did2942	1
qid171980	did76385	1
qid171985	did32930	1
qid171989	did76388	1
qid171993	did26677	1
qid172044	did5714	1
qid172053	did50114	1
qid172059	did76405	1
qid172070	did24759	1
qid172109	did16031	1
qid172150	did76437	1
qid172163	did10243	1
qid172169	did76441	1
qid172178	did10812	1
qid172179	did2348	1
qid172186	did67070	1
qid172191	did596	1
qid172205	did76448	1
qid172207	did12706	1
qid172212	did76451	1
qid172231	did66679	1
qid172243	did4351	1
qid172244	did14943	1
qid172250	did18593	1
qid172257	did30771	1
qid172259	did76468	1
qid172260	did64852	1
qid172279	did12002	1
qid172284	did1898	1
qid172286	did76475	1
qid172288	did76477	1
qid172296	did7924	1
qid172321	did19059	1
qid172324	did76485	1
qid172330	did30958	1
qid172341	did12727	1
qid172351	did2722	1
qid172358	did7229	1
qid172364	did76495	1
qid172373	did76498	1
qid172418	did16451	1
qid172426	did76511	1
qid172427	did1421	1
qid172434	did76512	1
qid172443	did584	1
qid172447	did76517	1
qid172448	did28151	1
qid172450	did76518	1
qid172453	did5057	1
qid172463	did61529	1
qid172474	did2509	1
qid172477	did16283	1
qid172480	did64532	1
qid172482	did41360	1
qid172483	did76524	1
qid172486	did37803	1
qid172491	did76526	1
qid172499	did5503	1
qid172500	did76528	1
qid172502	did76530	1
qid172528	did36007	1
qid172554	did52571	1
qid172574	did76546	1
qid172576	did44081	1
qid172583	did19052	1
qid172589	did10969	1
qid172593	did18279	1
qid172599	did6096	1
qid172601	did53187	1
qid172612	did29478	1
qid172616	did207	1
qid172625	did7377	1
qid172636	did4197	1
qid172649	did1077	1
qid172666	did11115	1
qid172667	did39198	1
qid172673	did7217	1
qid172675	did76568	1
qid172680	did40839	1
qid172681	did767	1
qid172696	did76576	1
qid172702	did76578	1
qid172705	did73021	1
qid172725	did76583	1
qid172745	did16449	1
qid172746	did26441	1
qid172759	did5790	1
qid172803	did6729	1
qid172813	did14963	1
qid172830	did3146	1
qid172841	did27269	1
qid172854	did1171	1
qid172861	did16237	1
qid172870	did63860	1
qid172872	did13982	1
qid172874	did3441	1
qid172876	did72143	1
qid172887	did11981	1
qid172891	did9240	1
qid172902	did1370	1
qid172910	did1640	1
qid172911	did32512	1
qid172920	did76629	1
qid172929	did76631	1
qid172953	did16150	1
qid172962	did2491	1
qid172968	did16177	1
qid172977	did76648	1
qid172986	did60447	1
qid172989	did33583	1
qid172992	did44711	1
qid173002	did43661	1
qid173003	did777	1
qid173005	did10532	1
qid173008	did26976	1
qid173016	did76659	1
qid173043	did19392	1
qid173054	did22358	1
qid173057	did10830	1
qid173059	did76673	1
qid173067	did15269	1
qid173074	did11770	1
qid173079	did6042	1
qid173090	did60733	1
qid173103	did33143	1
qid173105	did45655	1
qid173106	did64762	1
qid173111	did8123	1
qid173117	did76690	1
qid173118	did30364	1
qid173133	did59840	1
qid173134	did76693	1
qid173150	did76698	1
qid173158	did76701	1
qid173159	did76702	1
qid173179	did1024	1
qid173210	did76719	1
qid173217	did76722	1
qid173232	did9583	1
qid173244	did28863	1
qid173246	did4817	1
qid173262	did76732	1
qid173263	did76733	1
qid173268	did76736	1
qid173273	did10795	1
qid173283	did67606	1
qid173289	did7542	1
qid173312	did2163	1
qid173341	did39798	1
qid173351	did25558	1
qid173355	did11916	1
qid173356	did70439	1
qid173358	did5768	1
qid173360	did76757	1
qid173368	did4474	1
qid173370	did2707	1
qid173383	did76765	1
qid173393	did1931	1
qid173394	did18888	1
qid173411	did60148	1
qid173423	did76778	1
qid173430	did4315	1
qid173438	did76783	1
qid173442	did9846	1
qid173445	did76786	1
qid173446	did76787	1
qid173448	did12698	1
qid173459	did24920	1
qid173463	did2034	1
qid173471	did76794	1
qid173472	did43463	1
qid173478	did58417	1
qid173483	did76798	1
qid173489	did9989	1
qid173496	did76802	1
qid173506	did14838	1
qid173508	did11836	1
qid173517	did1406	1
qid173519	did76807	1
qid173531	did76812	1
qid173532	did12544	1
qid173537	did19970	1
qid173541	did22530	1
qid173547	did11663	1
qid173552	did16395	1
qid173554	did14159	1
qid173605	did23035	1
qid173638	did23792	1
qid173650	did58115	1
qid173672	did37721	1
qid173680	did64562	1
qid173688	did47302	1
qid173697	did31231	1
qid173750	did62771	1
qid173755	did24722	1
qid173759	did12750	1
qid173777	did76874	1
qid173786	did20223	1
qid173793	did26500	1
qid173794	did76878	1
qid173820	did10258	1
qid173846	did76892	1
qid173870	did73525	1
qid173888	did42689	1
qid173896	did76911	1
qid173906	did9995	1
qid173907	did17	1
qid173935	did40677	1
qid173954	did58903	1
qid173958	did2754	1
qid173967	did10388	1
qid173983	did19578	1
qid173992	did18333	1
qid174025	did36705	1
qid174039	did22482	1
qid174049	did1021	1
qid174067	did43242	1
qid174097	did62086	1
qid174109	did37255	1
qid174131	did14502	1
qid174142	did61158	1
qid174160	did14260	1
qid174191	did34848	1
qid174225	did76998	1
qid174235	did739	1
qid174240	did11453	1
qid174252	did26621	1
qid174254	did20776	1
qid174266	did10005	1
qid174301	did77020	1
qid174302	did77021	1
qid174321	did3338	1
qid174334	did22982	1
qid174356	did40741	1
qid174364	did422	1
qid174378	did77041	1
qid174386	did77046	1
qid174421	did30887	1
qid174424	did13997	1
qid174431	did56625	1
qid174435	did77055	1
qid174436	did52909	1
qid174450	did44564	1
qid174451	did4607	1
qid174458	did18569	1
qid174470	did17876	1
qid174484	did27845	1
qid174510	did34249	1
qid174512	did4661	1
qid174514	did77078	1
qid174519	did77080	1
qid174534	did77087	1
qid174552	did40308	1
qid174555	did3700	1
qid174560	did2211	1
qid174568	did14381	1
qid174575	did3988	1
qid174584	did44922	1
qid174591	did776	1
qid174594	did69630	1
qid174617	did367	1
qid174618	did2623	1
qid174627	did10034	1
qid174639	did77108	1
qid174645	did7924	1
qid174657	did1060	1
qid174669	did40880	1
qid174683	did10437	1
qid174691	did57786	1
qid174698	did2680	1
qid174703	did9411	1
qid174753	did26992	1
qid174759	did13709	1
qid174771	did1838	1
qid174774	did77138	1
qid174784	did77143	1
qid174795	did77149	1
qid174846	did77169	1
qid174847	did16189	1
qid174853	did14107	1
qid174872	did2277	1
qid174901	did19762	1
qid174909	did9827	1
qid174915	did235	1
qid174928	did77190	1
qid174932	did72099	1
qid174939	did16819	1
qid174944	did57609	1
qid174951	did28808	1
qid174953	did77195	1
qid174957	did37619	1
qid174962	did77198	1
qid174972	did31280	1
qid174995	did40104	1
qid174999	did14866	1
qid175008	did55994	1
qid175017	did16475	1
qid175039	did16921	1
qid175048	did42174	1
qid175053	did3593	1
qid175055	did19035	1
qid175063	did39120	1
qid175069	did4599	1
qid175071	did703	1
qid175086	did4060	1
qid175092	did5218	1
qid175108	did46397	1
qid175110	did77240	1
qid175118	did4189	1
qid175129	did6832	1
qid175132	did18476	1
qid175143	did15064	1
qid175144	did67672	1
qid175152	did77253	1
qid175155	did4512	1
qid175173	did46946	1
qid175174	did28658	1
qid175197	did16434	1
qid175207	did77266	1
qid175216	did26281	1
qid175218	did77268	1
qid175244	did13325	1
qid175313	did21408	1
qid175317	did18874	1
qid175321	did50530	1
qid175336	did64622	1
qid175350	did31024	1
qid175354	did31496	1
qid175358	did36653	1
qid175374	did77310	1
qid175376	did10060	1
qid175379	did11898	1
qid175396	did763	1
qid175429	did11499	1
qid175434	did34283	1
qid175436	did30976	1
qid175463	did77325	1
qid175467	did40524	1
qid175478	did8184	1
qid175490	did77329	1
qid175499	did54395	1
qid175510	did24749	1
qid175512	did77333	1
qid175528	did1142	1
qid175529	did15586	1
qid175531	did2763	1
qid175536	did4991	1
qid175545	did14699	1
qid175554	did49738	1
qid175570	did77345	1
qid175573	did19179	1
qid175577	did77347	1
qid175592	did77351	1
qid175596	did25566	1
qid175611	did1229	1
qid175623	did77360	1
qid175646	did77368	1
qid175672	did572	1
qid175676	did77378	1
qid175679	did26401	1
qid175690	did14395	1
qid175705	did31434	1
qid175710	did77388	1
qid175725	did64236	1
qid175728	did3963	1
qid175732	did77394	1
qid175737	did40043	1
qid175739	did71681	1
qid175741	did37656	1
qid175746	did57730	1
qid175753	did38011	1
qid175782	did56265	1
qid175783	did12849	1
qid175791	did25483	1
qid175792	did44971	1
qid175796	did598	1
qid175803	did20165	1
qid175805	did18166	1
qid175859	did50285	1
qid175864	did2546	1
qid175865	did4774	1
qid175871	did4409	1
qid175890	did6382	1
qid175893	did77439	1
qid175898	did6610	1
qid175905	did17918	1
qid175910	did8065	1
qid175920	did20383	1
qid175950	did2942	1
qid175952	did77455	1
qid175982	did10975	1
qid176005	did25637	1
qid176012	did11251	1
qid176040	did6288	1
qid176045	did20256	1
qid176083	did974	1
qid176092	did15396	1
qid176093	did25456	1
qid176098	did5145	1
qid176106	did54402	1
qid176121	did10935	1
qid176124	did27939	1
qid176137	did42285	1
qid176147	did77509	1
qid176155	did25916	1
qid176181	did65479	1
qid176186	did18567	1
qid176194	did37977	1
qid176199	did7899	1
qid176217	did2173	1
qid176234	did49597	1
qid176236	did20903	1
qid176247	did31769	1
qid176255	did5066	1
qid176259	did77531	1
qid176264	did77533	1
qid176268	did18210	1
qid176279	did649	1
qid176280	did4861	1
qid176292	did5522	1
qid176302	did4050	1
qid176314	did7603	1
qid176349	did24135	1
qid176356	did10758	1
qid176364	did16477	1
qid176382	did2702	1
qid176393	did563	1
qid176401	did34227	1
qid176402	did4335	1
qid176405	did21206	1
qid176406	did66533	1
qid176409	did77566	1
qid176415	did9441	1
qid176423	did59323	1
qid176440	did44555	1
qid176470	did2131	1
qid176473	did77588	1
qid176475	did77589	1
qid176483	did20271	1
qid176492	did13857	1
qid176530	did18899	1
qid176534	did66517	1
qid176540	did77605	1
qid176547	did20931	1
qid176548	did54799	1
qid176555	did52302	1
qid176576	did77615	1
qid176578	did77617	1
qid176579	did77618	1
qid176581	did77619	1
qid176592	did77623	1
qid176602	did77628	1
qid176605	did77629	1
qid176640	did77635	1
qid176642	did327	1
qid176658	did46153	1
qid176665	did1966	1
qid176687	did47895	1
qid176724	did12347	1
qid176726	did16921	1
qid176737	did3040	1
qid176738	did56205	1
qid176760	did31998	1
qid176763	did35719	1
qid176769	did25190	1
qid176777	did896	1
qid176781	did24035	1
qid176784	did19860	1
qid176788	did6728	1
qid176820	did3019	1
qid176839	did77687	1
qid176874	did39855	1
qid176875	did63736	1
qid176887	did57790	1
qid176900	did569	1
qid176915	did3940	1
qid176916	did24434	1
qid176940	did11035	1
qid176960	did77728	1
qid176964	did45780	1
qid176970	did32527	1
qid176977	did77733	1
qid176990	did42302	1
qid176998	did12748	1
qid177011	did29551	1
qid177039	did8794	1
qid177052	did77757	1
qid177065	did77758	1
qid177092	did77769	1
qid177094	did77770	1
qid177095	did385	1
qid177118	did22922	1
qid177157	did56143	1
qid177166	did601	1
qid177176	did32610	1
qid177182	did77792	1
qid177193	did77797	1
qid177198	did7447	1
qid177242	did77810	1
qid177243	did77811	1
qid177253	did4383	1
qid177259	did52523	1
qid177267	did18346	1
qid177281	did58381	1
qid177282	did29628	1
qid177284	did69699	1
qid177288	did45940	1
qid177315	did3727	1
qid177323	did11217	1
qid177338	did21778	1
qid177342	did77838	1
qid177374	did77845	1
qid177378	did11766	1
qid177403	did954	1
qid177405	did55244	1
qid177423	did77857	1
qid177425	did2981	1
qid177431	did2169	1
qid177444	did13134	1
qid177451	did21515	1
qid177454	did77866	1
qid177474	did77874	1
qid177486	did14676	1
qid177496	did30689	1
qid177501	did21011	1
qid177502	did77884	1
qid177505	did6132	1
